id_compra,sello,codigo_pasta,cantidad_kg,precio_unitario
277,FR-001,P022,1.878,3951.28
278,FR-001,P011,1.482,5701.69
278,FR-001,P026,1.77,3671.15
278,FR-001,P001,2.852,3623.94
278,FR-001,P017,2.211,3991.58
279,FR-001,P015,2.609,5107.98
279,FR-001,P002,1.44,2583.81
279,FR-001,P008,2.397,2661.77
279,FR-001,P026,2.588,3671.15
280,FR-001,P018,3.361,3257.14
281,FR-001,P021,2.385,5382.5
282,FR-001,P022,1.864,3951.28
282,FR-001,P010,2.672,1954.6
282,FR-001,P002,1.779,2583.81
283,FR-001,P003,2.613,7536.54
284,FR-001,P006,4.914,3327.57
284,FR-001,P015,1.401,5107.98
284,FR-001,P021,3.694,5382.5
284,FR-001,P020,2.855,8754.39
285,FR-001,P004,4.272,2175.21
286,FR-001,P005,1.965,3436.6
286,FR-001,P001,0.677,3623.94
287,FR-001,P003,1.464,7536.54
287,FR-001,P007,2.279,8153.66
288,FR-001,P013,0.397,2887.94
288,FR-001,P018,4.458,3257.14
289,FR-001,P012,0.39,6583.14
290,FR-001,P002,0.555,2583.81
290,FR-001,P013,3.453,2887.94
290,FR-001,P011,3.281,5701.69
291,FR-001,P016,3.665,2683.15
291,FR-001,P026,2.439,3671.15
291,FR-001,P003,3.424,7536.54
292,FR-001,P018,4.325,3257.14
292,FR-001,P012,2.942,6583.14
292,FR-001,P026,4.584,3671.15
293,FR-001,P007,1.027,8153.66
293,FR-001,P021,4.788,5382.5
293,FR-001,P022,4.018,3951.28
293,FR-001,P003,4.19,7536.54
294,FR-001,P010,3.265,1954.6
295,FR-001,P008,2.826,2661.77
296,FR-001,P019,0.547,5152.69
297,FR-001,P004,4.985,2175.21
298,FR-001,P011,2.624,5701.69
298,FR-001,P023,3.552,2068.71
298,FR-001,P014,2.457,7229.51
299,FR-001,P003,1.523,7536.54
299,FR-001,P019,2.146,5152.69
299,FR-001,P011,0.388,5701.69
299,FR-001,P005,2.549,3436.6
300,FR-001,P026,2.387,3671.15
300,FR-001,P004,1.706,2175.21
301,FR-001,P015,0.862,5107.98
301,FR-001,P025,0.975,2230.34
301,FR-001,P026,1.227,3671.15
301,FR-001,P002,0.27,2583.81
302,FR-001,P010,2.648,1954.6
302,FR-001,P015,1.02,5107.98
303,FR-001,P022,3.711,3951.28
303,FR-001,P005,0.532,3436.6
303,FR-001,P011,4.608,5701.69
303,FR-001,P007,3.272,8153.66
304,FR-001,P018,2.74,3257.14
304,FR-001,P009,2.889,2340.99
305,FR-001,P012,2.635,6583.14
305,FR-001,P023,1.08,2068.71
306,FR-001,P006,3.693,3327.57
306,FR-001,P020,3.578,8754.39
306,FR-001,P007,4.486,8153.66
306,FR-001,P021,3.228,5382.5
307,FR-001,P001,2.983,3623.94
307,FR-001,P020,2.154,8754.39
307,FR-001,P008,2.263,2661.77
308,FR-001,P025,2.785,2230.34
308,FR-001,P013,1.516,2887.94
308,FR-001,P010,3.467,1954.6
309,FR-001,P011,3.854,5701.69
309,FR-001,P024,4.031,7540.09
310,FR-001,P005,3.113,3436.6
310,FR-001,P023,2.877,2068.71
310,FR-001,P008,2.876,2661.77
311,FR-001,P013,2.498,2887.94
311,FR-001,P006,1.834,3327.57
311,FR-001,P026,4.908,3671.15
311,FR-001,P005,1.322,3436.6
312,FR-001,P001,1.001,3623.94
312,FR-001,P013,4.297,2887.94
312,FR-001,P021,2.202,5382.5
313,FR-001,P008,3.953,2661.77
313,FR-001,P009,0.804,2340.99
314,FR-001,P003,2.142,7536.54
314,FR-001,P012,1.182,6583.14
315,FR-001,P014,2.155,7229.51
315,FR-001,P007,4.049,8153.66
316,FR-001,P006,0.403,3327.57
316,FR-001,P007,1.561,8153.66
316,FR-001,P012,1.978,6583.14
316,FR-001,P015,4.046,5107.98
317,FR-001,P024,4.562,7540.09
318,FR-001,P007,4.687,8153.66
318,FR-001,P009,0.649,2340.99
318,FR-001,P010,0.75,1954.6
319,FR-001,P009,4.96,2340.99
319,FR-001,P019,1.829,5152.69
319,FR-001,P010,3.297,1954.6
320,FR-001,P021,2.883,5382.5
321,FR-001,P006,1.676,3327.57
321,FR-001,P021,1.379,5382.5
321,FR-001,P025,0.771,2230.34
322,FR-001,P006,3.214,3327.57
323,FR-001,P014,1.547,7229.51
324,FR-001,P021,3.388,5382.5
324,FR-001,P020,1.619,8754.39
324,FR-001,P006,3.037,3327.57
324,FR-001,P009,4.423,2340.99
325,FR-001,P006,1.22,3327.57
325,FR-001,P009,1.268,2340.99
325,FR-001,P015,4.56,5107.98
325,FR-001,P024,3.187,7540.09
326,FR-001,P012,4.107,6583.14
326,FR-001,P025,1.961,2230.34
326,FR-001,P021,4.307,5382.5
326,FR-001,P019,0.54,5152.69
327,FR-001,P009,2.001,2340.99
328,FR-001,P026,2.763,3671.15
329,FR-001,P016,4.608,2683.15
329,FR-001,P019,4.514,5152.69
329,FR-001,P006,0.481,3327.57
330,FR-001,P018,3.766,3257.14
330,FR-001,P006,4.989,3327.57
330,FR-001,P009,0.372,2340.99
330,FR-001,P011,2.64,5701.69
331,FR-001,P009,4.904,2340.99
331,FR-001,P013,4.544,2887.94
332,FR-001,P018,4.714,3257.14
332,FR-001,P021,1.716,5382.5
332,FR-001,P022,3.788,3951.28
332,FR-001,P013,4.942,2887.94
333,FR-001,P009,3.252,2340.99
334,FR-001,P014,2.248,7229.51
335,FR-001,P024,0.376,7540.09
336,FR-001,P008,3.134,2661.77
336,FR-001,P024,4.435,7540.09
336,FR-001,P015,0.948,5107.98
336,FR-001,P010,4.327,1954.6
337,FR-001,P017,4.586,3991.58
338,FR-001,P013,1.856,2887.94
339,FR-001,P003,0.647,7536.54
339,FR-001,P025,3.011,2230.34
339,FR-001,P009,0.736,2340.99
339,FR-001,P015,4.527,5107.98
340,FR-001,P001,4.957,3623.94
340,FR-001,P005,0.637,3436.6
340,FR-001,P024,0.459,7540.09
341,FR-001,P006,4.574,3327.57
342,FR-001,P006,2.82,3327.57
342,FR-001,P018,3.999,3257.14
342,FR-001,P026,4.821,3671.15
342,FR-001,P020,2.679,8754.39
343,FR-001,P021,0.786,5382.5
343,FR-001,P005,1.07,3436.6
344,FR-001,P003,3.181,7536.54
344,FR-001,P009,1.653,2340.99
344,FR-001,P024,2.017,7540.09
344,FR-001,P023,4.29,2068.71
345,FR-001,P020,2.65,8754.39
345,FR-001,P021,1.491,5382.5
345,FR-001,P025,0.404,2230.34
345,FR-001,P015,0.543,5107.98
346,FR-001,P010,0.653,1954.6
347,FR-001,P005,0.316,3436.6
347,FR-001,P009,2.51,2340.99
347,FR-001,P013,4.25,2887.94
348,FR-001,P008,4.259,2661.77
348,FR-001,P023,4.607,2068.71
349,FR-001,P023,4.904,2068.71
350,FR-001,P006,4.651,3327.57
350,FR-001,P017,1.78,3991.58
350,FR-001,P023,3.095,2068.71
351,FR-001,P011,2.325,5701.69
351,FR-001,P022,4.503,3951.28
351,FR-001,P016,4.514,2683.15
351,FR-001,P023,3.586,2068.71
352,FR-001,P019,0.386,5152.69
352,FR-001,P008,1.743,2661.77
353,FR-001,P019,3.296,5152.69
353,FR-001,P016,4.281,2683.15
353,FR-001,P022,1.243,3951.28
353,FR-001,P020,2.357,8754.39
354,FR-001,P016,1.731,2683.15
355,FR-001,P012,3.036,6583.14
356,FR-001,P011,0.271,5701.69
357,FR-001,P008,4.882,2661.77
357,FR-001,P019,1.87,5152.69
357,FR-001,P002,4.09,2583.81
358,FR-001,P005,2.771,3436.6
359,FR-001,P020,3.654,8754.39
359,FR-001,P021,4.309,5382.5
359,FR-001,P013,2.241,2887.94
359,FR-001,P014,1.947,7229.51
360,FR-001,P001,4.037,3623.94
360,FR-001,P016,0.664,2683.15
360,FR-001,P011,0.671,5701.69
360,FR-001,P003,1.632,7536.54
361,FR-001,P006,1.726,3327.57
361,FR-001,P022,3.363,3951.28
361,FR-001,P005,4.596,3436.6
361,FR-001,P013,2.75,2887.94
362,FR-001,P009,3.017,2340.99
362,FR-001,P012,0.539,6583.14
363,FR-001,P026,1.362,3671.15
363,FR-001,P020,2.175,8754.39
363,FR-001,P021,1.392,5382.5
364,FR-001,P026,3.294,3671.15
364,FR-001,P009,2.485,2340.99
365,FR-001,P025,0.431,2230.34
365,FR-001,P024,2.374,7540.09
365,FR-001,P019,4.499,5152.69
365,FR-001,P011,4.625,5701.69
366,FR-001,P025,4.506,2230.34
366,FR-001,P011,2.558,5701.69
366,FR-001,P015,4.334,5107.98
367,FR-001,P024,0.611,7540.09
367,FR-001,P005,1.06,3436.6
367,FR-001,P011,1.822,5701.69
368,FR-001,P014,3.065,7229.51
368,FR-001,P015,3.291,5107.98
368,FR-001,P026,0.641,3671.15
369,FR-001,P026,4.297,3671.15
369,FR-001,P011,4.297,5701.69
369,FR-001,P025,3.048,2230.34
369,FR-001,P006,3.264,3327.57
370,FR-001,P020,2.922,8754.39
370,FR-001,P009,3.864,2340.99
371,FR-001,P011,3.215,5701.69
371,FR-001,P006,2.608,3327.57
371,FR-001,P007,3.474,8153.66
371,FR-001,P026,3.028,3671.15
372,FR-001,P005,0.536,3436.6
373,FR-001,P022,1.862,3951.28
373,FR-001,P017,0.431,3991.58
374,FR-001,P002,2.911,2583.81
375,FR-001,P019,4.721,5152.69
375,FR-001,P023,1.594,2068.71
375,FR-001,P003,2.221,7536.54
376,FR-001,P011,1.868,5701.69
376,FR-001,P008,3.609,2661.77
376,FR-001,P023,1.208,2068.71
376,FR-001,P018,4.723,3257.14
377,FR-001,P013,1.015,2887.94
377,FR-001,P023,1.601,2068.71
377,FR-001,P008,0.584,2661.77
377,FR-001,P011,0.871,5701.69
378,FR-001,P024,0.533,7540.09
378,FR-001,P006,1.932,3327.57
378,FR-001,P001,0.357,3623.94
378,FR-001,P009,4.005,2340.99
379,FR-001,P009,0.612,2340.99
379,FR-001,P014,2.754,7229.51
380,FR-001,P017,0.934,3991.58
380,FR-001,P016,1.103,2683.15
380,FR-001,P007,2.066,8153.66
380,FR-001,P015,1.909,5107.98
381,FR-001,P023,0.445,2068.71
381,FR-001,P017,0.736,3991.58
382,FR-001,P016,0.654,2683.15
383,FR-001,P002,4.066,2583.81
383,FR-001,P008,1.349,2661.77
383,FR-001,P007,2.647,8153.66
383,FR-001,P024,2.025,7540.09
384,FR-001,P017,3.338,3991.58
385,FR-001,P014,4.071,7229.51
385,FR-001,P021,2.292,5382.5
386,FR-001,P022,3.245,3951.28
386,FR-001,P001,4.611,3623.94
387,FR-001,P008,2.488,2661.77
388,FR-001,P024,1.002,7540.09
389,FR-001,P002,3.007,2583.81
390,FR-001,P016,3.97,2683.15
390,FR-001,P024,2.411,7540.09
390,FR-001,P014,4.303,7229.51
390,FR-001,P015,1.875,5107.98
391,FR-001,P013,3.183,2887.94
391,FR-001,P010,0.526,1954.6
391,FR-001,P012,1.438,6583.14
391,FR-001,P011,4.823,5701.69
392,FR-001,P020,1.821,8754.39
393,FR-001,P007,3.761,8153.66
393,FR-001,P012,0.777,6583.14
393,FR-001,P025,4.533,2230.34
394,FR-001,P013,1.221,2887.94
394,FR-001,P020,1.747,8754.39
395,FR-001,P008,2.802,2661.77
395,FR-001,P002,3.725,2583.81
396,FR-001,P023,1.146,2068.71
396,FR-001,P008,4.744,2661.77
397,FR-001,P007,1.985,8153.66
398,FR-001,P021,1.848,5382.5
398,FR-001,P017,3.981,3991.58
398,FR-001,P011,2.456,5701.69
399,FR-001,P009,4.051,2340.99
399,FR-001,P001,2.257,3623.94
399,FR-001,P014,2.081,7229.51
399,FR-001,P005,1.587,3436.6
400,FR-001,P011,3.253,5701.69
401,FR-001,P010,2.326,1954.6
401,FR-001,P017,0.76,3991.58
401,FR-001,P016,4.697,2683.15
402,FR-001,P018,4.947,3257.14
402,FR-001,P008,3.389,2661.77
402,FR-001,P024,2.403,7540.09
403,FR-001,P008,1.589,2661.77
403,FR-001,P002,2.325,2583.81
403,FR-001,P006,1.804,3327.57
403,FR-001,P019,2.52,5152.69
404,FR-001,P012,3.417,6583.14
404,FR-001,P006,0.999,3327.57
405,FR-001,P017,2.406,3991.58
405,FR-001,P020,3.9,8754.39
405,FR-001,P007,1.014,8153.66
406,FR-001,P018,2.771,3257.14
406,FR-001,P009,3.891,2340.99
407,FR-001,P019,3.432,5152.69
408,FR-001,P003,3.695,7536.54
408,FR-001,P013,3.218,2887.94
408,FR-001,P022,0.569,3951.28
409,FR-001,P011,4.999,5701.69
409,FR-001,P013,4.993,2887.94
409,FR-001,P022,2.305,3951.28
410,FR-001,P005,0.278,3436.6
410,FR-001,P008,1.475,2661.77
410,FR-001,P019,4.851,5152.69
411,FR-001,P010,4.897,1954.6
411,FR-001,P005,4.425,3436.6
412,FR-001,P016,1.464,2683.15
412,FR-001,P018,4.48,3257.14
412,FR-001,P012,3.99,6583.14
412,FR-001,P011,2.635,5701.69
413,FR-001,P025,1.897,2230.34
413,FR-001,P016,0.464,2683.15
413,FR-001,P020,4.493,8754.39
413,FR-001,P022,1.681,3951.28
414,FR-001,P002,3.829,2583.81
414,FR-001,P024,2.262,7540.09
414,FR-001,P020,0.93,8754.39
414,FR-001,P022,3.298,3951.28
415,FR-001,P002,4.561,2583.81
415,FR-001,P024,3.564,7540.09
415,FR-001,P005,0.522,3436.6
416,FR-001,P022,2.547,3951.28
416,FR-001,P003,3.628,7536.54
416,FR-001,P015,4.186,5107.98
417,FR-001,P008,0.454,2661.77
417,FR-001,P009,1.429,2340.99
417,FR-001,P023,2.215,2068.71
417,FR-001,P014,1.302,7229.51
418,FR-001,P001,3.04,3623.94
418,FR-001,P024,0.856,7540.09
418,FR-001,P016,3.505,2683.15
419,FR-001,P013,4.455,2887.94
420,FR-001,P011,1.621,5701.69
420,FR-001,P006,1.101,3327.57
420,FR-001,P016,2.638,2683.15
420,FR-001,P012,4.628,6583.14
421,FR-001,P005,2.917,3436.6
421,FR-001,P025,2.148,2230.34
422,FR-001,P003,0.498,7536.54
422,FR-001,P012,4.56,6583.14
422,FR-001,P022,2.108,3951.28
423,FR-001,P012,1.953,6583.14
424,FR-001,P004,4.22,2175.21
424,FR-001,P023,3.467,2068.71
424,FR-001,P011,0.635,5701.69
424,FR-001,P012,2.251,6583.14
425,FR-001,P002,2.248,2583.81
425,FR-001,P019,3.795,5152.69
425,FR-001,P008,2.093,2661.77
426,FR-001,P021,4.442,5382.5
426,FR-001,P001,1.74,3623.94
426,FR-001,P011,3.554,5701.69
426,FR-001,P019,0.804,5152.69
427,FR-001,P008,1.233,2661.77
428,FR-001,P014,0.876,7229.51
428,FR-001,P007,4.555,8153.66
428,FR-001,P006,4.673,3327.57
429,FR-001,P012,3.133,6583.14
429,FR-001,P013,0.57,2887.94
430,FR-001,P003,3.296,7536.54
430,FR-001,P005,2.291,3436.6
431,FR-001,P024,3.574,7540.09
431,FR-001,P010,2.092,1954.6
431,FR-001,P018,2.559,3257.14
431,FR-001,P025,1.695,2230.34
432,FR-001,P019,3.131,5152.69
432,FR-001,P025,2.19,2230.34
432,FR-001,P017,1.191,3991.58
432,FR-001,P021,2.965,5382.5
433,FR-001,P012,1.02,6583.14
434,FR-001,P009,3.616,2340.99
435,FR-001,P019,4.115,5152.69
435,FR-001,P006,3.726,3327.57
435,FR-001,P025,2.254,2230.34
435,FR-001,P012,0.882,6583.14
436,FR-001,P016,2.175,2683.15
436,FR-001,P010,4.604,1954.6
437,FR-001,P013,3.128,2887.94
437,FR-001,P007,2.961,8153.66
437,FR-001,P004,2.636,2175.21
437,FR-001,P025,2.27,2230.34
438,FR-001,P017,1.973,3991.58
439,FR-001,P008,0.271,2661.77
439,FR-001,P026,3.994,3671.15
439,FR-001,P013,1.075,2887.94
440,FR-001,P014,1.146,7229.51
441,FR-001,P016,1.926,2683.15
441,FR-001,P007,2.41,8153.66
441,FR-001,P021,2.11,5382.5
441,FR-001,P024,3.724,7540.09
442,FR-001,P025,2.724,2230.34
442,FR-001,P020,4.052,8754.39
443,FR-001,P026,1.665,3671.15
444,FR-001,P023,0.418,2068.71
445,FR-001,P007,1.716,8153.66
445,FR-001,P001,2.738,3623.94
445,FR-001,P025,3.62,2230.34
445,FR-001,P005,1.697,3436.6
446,FR-001,P007,0.855,8153.66
446,FR-001,P024,3.692,7540.09
446,FR-001,P026,3.988,3671.15
446,FR-001,P011,4.236,5701.69
447,FR-001,P018,2.696,3257.14
448,FR-001,P008,4.215,2661.77
449,FR-001,P022,4.255,3951.28
450,FR-001,P005,1.84,3436.6
450,FR-001,P022,4.613,3951.28
450,FR-001,P003,4.847,7536.54
450,FR-001,P018,4.404,3257.14
451,FR-001,P004,3.365,2175.21
452,FR-001,P017,0.623,3991.58
452,FR-001,P025,2.551,2230.34
453,FR-001,P026,4.711,3671.15
454,FR-001,P014,3.67,7229.51
454,FR-001,P013,3.179,2887.94
454,FR-001,P008,2.531,2661.77
454,FR-001,P021,2.659,5382.5
455,FR-001,P014,3.012,7229.51
455,FR-001,P011,1.579,5701.69
456,FR-001,P007,1.205,8153.66
457,FR-001,P020,3.422,8754.39
457,FR-001,P002,3.106,2583.81
457,FR-001,P023,4.942,2068.71
457,FR-001,P006,0.397,3327.57
458,FR-001,P012,1.19,6583.14
458,FR-001,P007,3.776,8153.66
458,FR-001,P021,3.386,5382.5
458,FR-001,P023,0.988,2068.71
459,FR-001,P024,4.266,7540.09
459,FR-001,P011,2.379,5701.69
459,FR-001,P005,3.521,3436.6
460,FR-001,P015,1.876,5107.98
460,FR-001,P004,4.113,2175.21
460,FR-001,P019,4.185,5152.69
460,FR-001,P021,3.725,5382.5
461,FR-001,P017,2.416,3991.58
461,FR-001,P015,0.569,5107.98
461,FR-001,P018,3.58,3257.14
461,FR-001,P002,3.921,2583.81
462,FR-001,P005,1.638,3436.6
462,FR-001,P010,2.824,1954.6
462,FR-001,P020,0.593,8754.39
463,FR-001,P006,3.097,3327.57
463,FR-001,P026,2.65,3671.15
463,FR-001,P024,2.661,7540.09
464,FR-001,P001,0.601,3623.94
464,FR-001,P023,0.824,2068.71
465,FR-001,P015,2.978,5107.98
465,FR-001,P016,1.419,2683.15
465,FR-001,P014,3.698,7229.51
465,FR-001,P009,2.189,2340.99
466,FR-001,P014,4.536,7229.51
466,FR-001,P012,1.041,6583.14
466,FR-001,P005,0.886,3436.6
466,FR-001,P017,4.747,3991.58
467,FR-001,P004,3.369,2175.21
467,FR-001,P019,3.615,5152.69
467,FR-001,P021,2.927,5382.5
467,FR-001,P011,4.119,5701.69
468,FR-001,P019,2.919,5152.69
468,FR-001,P010,1.502,1954.6
469,FR-001,P007,4.118,8153.66
469,FR-001,P022,3.767,3951.28
469,FR-001,P024,1.769,7540.09
470,FR-001,P026,3.679,3671.15
470,FR-001,P014,1.379,7229.51
470,FR-001,P013,2.826,2887.94
470,FR-001,P003,4.26,7536.54
471,FR-001,P001,4.794,3623.94
471,FR-001,P025,4.599,2230.34
471,FR-001,P024,3.608,7540.09
472,FR-001,P023,1.996,2068.71
473,FR-001,P024,2.699,7540.09
473,FR-001,P013,0.923,2887.94
473,FR-001,P015,1.239,5107.98
474,FR-001,P025,2.072,2230.34
474,FR-001,P019,0.323,5152.69
474,FR-001,P007,0.806,8153.66
475,FR-001,P003,2.433,7536.54
475,FR-001,P005,2.222,3436.6
475,FR-001,P021,0.754,5382.5
476,FR-001,P014,3.601,7229.51
476,FR-001,P002,2.59,2583.81
477,FR-001,P015,0.895,5107.98
478,FR-001,P001,4.65,3623.94
478,FR-001,P008,3.632,2661.77
479,FR-001,P003,1.0,7536.54
480,FR-001,P013,2.354,2887.94
480,FR-001,P016,4.735,2683.15
480,FR-001,P014,1.197,7229.51
480,FR-001,P008,2.358,2661.77
481,FR-001,P017,1.968,3991.58
481,FR-001,P008,2.544,2661.77
481,FR-001,P013,2.435,2887.94
482,FR-001,P019,3.237,5152.69
483,FR-001,P012,2.177,6583.14
484,FR-001,P016,4.235,2683.15
484,FR-001,P026,4.271,3671.15
484,FR-001,P010,3.048,1954.6
485,FR-001,P002,4.139,2583.81
485,FR-001,P011,1.206,5701.69
485,FR-001,P009,1.409,2340.99
485,FR-001,P013,2.114,2887.94
486,FR-001,P019,4.745,5152.69
487,FR-001,P009,3.356,2340.99
487,FR-001,P014,2.602,7229.51
487,FR-001,P018,4.843,3257.14
488,FR-001,P025,1.93,2230.34
489,FR-001,P018,1.82,3257.14
489,FR-001,P004,4.91,2175.21
489,FR-001,P002,0.899,2583.81
489,FR-001,P006,3.052,3327.57
490,FR-001,P014,1.752,7229.51
490,FR-001,P005,4.926,3436.6
491,FR-001,P022,0.405,3951.28
492,FR-001,P010,0.317,1954.6
493,FR-001,P025,1.646,2230.34
494,FR-001,P011,3.14,5701.69
495,FR-001,P025,0.371,2230.34
495,FR-001,P024,4.603,7540.09
495,FR-001,P001,3.44,3623.94
495,FR-001,P002,4.839,2583.81
496,FR-001,P015,1.246,5107.98
497,FR-001,P009,4.609,2340.99
497,FR-001,P013,3.618,2887.94
497,FR-001,P015,3.246,5107.98
498,FR-001,P010,2.969,1954.6
498,FR-001,P008,4.146,2661.77
498,FR-001,P013,3.272,2887.94
498,FR-001,P025,0.404,2230.34
499,FR-001,P004,2.773,2175.21
499,FR-001,P007,4.745,8153.66
499,FR-001,P019,2.045,5152.69
500,FR-001,P017,1.29,3991.58
501,FR-001,P007,4.806,8153.66
502,FR-001,P010,2.822,1954.6
502,FR-001,P005,1.452,3436.6
502,FR-001,P022,4.017,3951.28
503,FR-001,P012,0.572,6583.14
503,FR-001,P021,0.661,5382.5
504,FR-001,P007,3.84,8153.66
505,FR-001,P019,1.646,5152.69
506,FR-001,P003,2.932,7536.54
506,FR-001,P006,3.202,3327.57
506,FR-001,P011,3.757,5701.69
507,FR-001,P024,3.495,7540.09
508,FR-001,P008,2.826,2661.77
508,FR-001,P018,2.376,3257.14
509,FR-001,P013,2.089,2887.94
509,FR-001,P014,1.035,7229.51
509,FR-001,P002,3.708,2583.81
509,FR-001,P021,2.992,5382.5
510,FR-001,P003,4.758,7536.54
510,FR-001,P007,1.721,8153.66
510,FR-001,P025,3.326,2230.34
511,FR-001,P018,1.628,3257.14
511,FR-001,P007,3.574,8153.66
511,FR-001,P015,1.174,5107.98
511,FR-001,P010,2.758,1954.6
512,FR-001,P014,1.015,7229.51
512,FR-001,P008,3.842,2661.77
513,FR-001,P021,4.395,5382.5
513,FR-001,P020,4.14,8754.39
514,FR-001,P006,2.078,3327.57
515,FR-001,P017,4.418,3991.58
515,FR-001,P006,2.492,3327.57
516,FR-001,P010,2.867,1954.6
516,FR-001,P018,0.807,3257.14
516,FR-001,P003,1.31,7536.54
517,FR-001,P003,4.11,7536.54
518,FR-001,P002,4.251,2583.81
518,FR-001,P011,2.593,5701.69
518,FR-001,P015,3.066,5107.98
518,FR-001,P013,4.941,2887.94
519,FR-001,P025,4.404,2230.34
519,FR-001,P002,0.531,2583.81
520,FR-001,P017,1.768,3991.58
520,FR-001,P015,2.33,5107.98
521,FR-001,P008,4.221,2661.77
521,FR-001,P022,1.244,3951.28
522,FR-001,P013,2.33,2887.94
523,FR-001,P004,1.515,2175.21
523,FR-001,P020,3.086,8754.39
523,FR-001,P021,3.396,5382.5
523,FR-001,P006,1.081,3327.57
524,FR-001,P011,0.555,5701.69
524,FR-001,P025,4.636,2230.34
524,FR-001,P015,1.589,5107.98
525,FR-001,P016,0.7,2683.15
525,FR-001,P009,3.789,2340.99
525,FR-001,P023,1.753,2068.71
525,FR-001,P012,2.4,6583.14
526,FR-001,P015,4.87,5107.98
526,FR-001,P024,1.662,7540.09
526,FR-001,P010,4.102,1954.6
527,FR-001,P011,3.671,5701.69
527,FR-001,P005,3.36,3436.6
528,FR-001,P004,3.745,2175.21
528,FR-001,P025,2.513,2230.34
528,FR-001,P011,1.436,5701.69
529,FR-001,P003,2.282,7536.54
529,FR-001,P011,3.746,5701.69
529,FR-001,P015,2.599,5107.98
530,FR-001,P021,1.999,5382.5
531,FR-001,P025,2.837,2230.34
531,FR-001,P018,2.644,3257.14
531,FR-001,P001,1.245,3623.94
531,FR-001,P020,0.572,8754.39
532,FR-001,P014,0.538,7229.51
532,FR-001,P011,3.857,5701.69
532,FR-001,P023,1.77,2068.71
533,FR-001,P002,3.796,2583.81
533,FR-001,P008,4.525,2661.77
533,FR-001,P021,2.04,5382.5
533,FR-001,P010,3.519,1954.6
534,FR-001,P025,2.996,2230.34
534,FR-001,P018,1.41,3257.14
535,FR-001,P009,1.775,2340.99
535,FR-001,P025,0.505,2230.34
536,FR-001,P011,4.352,5701.69
537,FR-001,P024,4.708,7540.09
537,FR-001,P016,3.28,2683.15
537,FR-001,P017,2.162,3991.58
538,FR-001,P021,1.212,5382.5
539,FR-001,P009,3.76,2340.99
539,FR-001,P022,4.563,3951.28
540,FR-001,P013,0.773,2887.94
541,FR-001,P025,4.569,2230.34
541,FR-001,P006,2.045,3327.57
541,FR-001,P023,4.694,2068.71
541,FR-001,P017,4.803,3991.58
542,FR-001,P016,4.076,2683.15
542,FR-001,P014,4.775,7229.51
542,FR-001,P024,4.989,7540.09
543,FR-001,P001,1.887,3623.94
543,FR-001,P007,4.969,8153.66
543,FR-001,P022,2.481,3951.28
543,FR-001,P018,3.848,3257.14
544,FR-001,P014,0.706,7229.51
544,FR-001,P017,4.957,3991.58
545,FR-001,P004,3.151,2175.21
545,FR-001,P026,1.1,3671.15
546,FR-001,P003,3.635,7536.54
546,FR-001,P025,1.085,2230.34
546,FR-001,P026,4.822,3671.15
547,FR-001,P017,3.562,3991.58
547,FR-001,P025,4.368,2230.34
548,FR-001,P006,3.004,3327.57
548,FR-001,P012,4.371,6583.14
548,FR-001,P008,0.7,2661.77
548,FR-001,P022,2.634,3951.28
549,FR-001,P011,0.556,5701.69
549,FR-001,P012,2.811,6583.14
549,FR-001,P009,1.03,2340.99
550,FR-001,P003,3.888,7536.54
550,FR-001,P009,0.493,2340.99
551,FR-001,P012,1.317,6583.14
551,FR-001,P013,1.214,2887.94
552,FR-001,P017,2.298,3991.58
552,FR-001,P005,1.156,3436.6
553,FR-001,P020,4.923,8754.39
553,FR-001,P001,3.003,3623.94
553,FR-001,P010,3.836,1954.6
554,FR-001,P012,4.185,6583.14
554,FR-001,P015,2.643,5107.98
554,FR-001,P004,3.641,2175.21
554,FR-001,P014,3.358,7229.51
555,FR-001,P007,0.952,8153.66
556,FR-001,P002,1.07,2583.81
556,FR-001,P017,2.814,3991.58
556,FR-001,P014,4.559,7229.51
557,FR-001,P013,1.249,2887.94
557,FR-001,P010,2.332,1954.6
557,FR-001,P021,0.49,5382.5
558,FR-001,P007,2.989,8153.66
558,FR-001,P001,4.292,3623.94
559,FR-001,P006,3.343,3327.57
559,FR-001,P017,1.625,3991.58
559,FR-001,P020,2.467,8754.39
559,FR-001,P026,4.407,3671.15
560,FR-001,P013,0.621,2887.94
560,FR-001,P007,1.211,8153.66
561,FR-001,P018,1.644,3257.14
562,FR-001,P004,2.478,2175.21
563,FR-001,P005,1.369,3436.6
563,FR-001,P017,1.236,3991.58
563,FR-001,P025,4.48,2230.34
563,FR-001,P001,1.73,3623.94
564,FR-001,P017,4.171,3991.58
565,FR-001,P026,1.586,3671.15
565,FR-001,P022,0.633,3951.28
565,FR-001,P016,0.679,2683.15
566,FR-001,P021,4.328,5382.5
566,FR-001,P023,3.479,2068.71
566,FR-001,P008,1.337,2661.77
567,FR-001,P002,3.638,2583.81
568,FR-001,P013,2.207,2887.94
569,FR-001,P006,1.552,3327.57
569,FR-001,P025,4.226,2230.34
569,FR-001,P005,1.704,3436.6
569,FR-001,P017,1.628,3991.58
570,FR-001,P018,3.269,3257.14
571,FR-001,P020,4.502,8754.39
571,FR-001,P013,1.922,2887.94
571,FR-001,P005,3.878,3436.6
571,FR-001,P006,0.744,3327.57
